credit_id,customer_id,credit_state,reserved_date,consumed_date,id_request
C1021-36563,1021,available,,,
C1021-36564,1021,available,,,
C1021-36565,1021,available,,,
C1021-36566,1021,available,,,
C1021-36567,1021,available,,,
C1021-36568,1021,available,,,
C1022-54216,1022,available,,,
C1022-54217,1022,available,,,
C1022-54218,1022,available,,,
C1022-54219,1022,available,,,
C1022-54220,1022,available,,,
C1022-54221,1022,available,,,
C1022-54222,1022,available,,,
C1022-54223,1022,available,,,
C1022-54224,1022,available,,,
C1022-54225,1022,available,,,
C1022-54226,1022,available,,,
C1022-54227,1022,available,,,
C1022-54228,1022,available,,,
C1022-54229,1022,consumed,2025-02-15,2025-02-26,REQ00095
C1022-54230,1022,consumed,2025-08-12,2025-08-30,REQ00244
C1022-54231,1022,consumed,2024-11-25,2024-12-22,REQ00500
C1022-54232,1022,consumed,2024-08-06,2024-08-31,REQ00095
C1022-54233,1022,consumed,2025-08-30,2025-09-05,REQ00268
C1022-54234,1022,consumed,2024-03-05,2024-03-09,REQ00268
C1022-54235,1022,consumed,2024-05-24,2024-06-18,REQ00302
C1022-54236,1022,consumed,2024-06-21,2024-07-14,REQ00268
C1022-54237,1022,consumed,2025-07-20,2025-07-26,REQ00302
C1022-54238,1022,consumed,2024-09-06,2024-10-06,REQ00385
C1022-54239,1022,consumed,2024-02-11,2024-02-16,REQ00095
C1022-54240,1022,consumed,2025-09-19,2025-10-02,REQ00500
C1022-54241,1022,consumed,2024-06-10,2024-06-11,REQ00302
C1022-54242,1022,consumed,2024-03-23,2024-03-24,REQ00095
C1022-54243,1022,consumed,2024-07-02,2024-08-01,REQ00095
C1022-54244,1022,consumed,2025-08-30,2025-09-28,REQ00268
C1022-54245,1022,consumed,2025-03-02,2025-03-25,REQ00500
C1022-54246,1022,consumed,2025-05-02,2025-05-25,REQ00244
C1022-54247,1022,consumed,2024-07-30,2024-08-04,REQ00430
C1023-78562,1023,available,,,
C1023-78563,1023,available,,,
C1023-78564,1023,available,,,
C1023-78565,1023,available,,,
C1023-78566,1023,reserved,2025-04-06,,REQ00190
C1023-78567,1023,reserved,2024-09-01,,REQ00129
C1023-78568,1023,reserved,2025-09-17,,REQ00089
C1023-78569,1023,reserved,2025-09-02,,REQ00129
C1023-78570,1023,reserved,2025-05-26,,REQ00496
C1023-78571,1023,reserved,2024-03-31,,REQ00142
C1023-78572,1023,reserved,2024-12-22,,REQ00190
C1023-78573,1023,reserved,2024-01-05,,REQ00496
C1023-78574,1023,consumed,2024-08-29,2024-09-05,REQ00089
C1023-78575,1023,consumed,2025-06-26,2025-06-30,REQ00496
C1023-78576,1023,consumed,2025-01-05,2025-02-02,REQ00496
C1023-78577,1023,consumed,2025-06-03,2025-06-11,REQ00190
C1023-78578,1023,consumed,2025-10-03,2025-10-25,REQ00129
C1023-78579,1023,consumed,2024-10-10,2024-10-12,REQ00129
C1023-78580,1023,consumed,2024-04-25,2024-05-21,REQ00129
C1023-78581,1023,consumed,2025-04-30,2025-05-16,REQ00129
C1023-78582,1023,consumed,2024-06-12,2024-07-04,REQ00089
C1023-78583,1023,consumed,2024-02-25,2024-03-17,REQ00142
C1024-37471,1024,available,,,
C1024-37472,1024,available,,,
C1024-37473,1024,consumed,2025-03-21,2025-03-30,REQ00196
C1024-37474,1024,consumed,2025-09-23,2025-10-19,REQ00196
C1024-37475,1024,consumed,2024-02-14,2024-02-18,REQ00367
C1024-37476,1024,consumed,2024-02-23,2024-03-24,REQ00367
C1024-37477,1024,consumed,2024-06-29,2024-07-05,REQ00191
C1024-37478,1024,consumed,2025-05-11,2025-05-28,REQ00191
C1024-37479,1024,consumed,2024-03-13,2024-04-11,REQ00191
C1024-37480,1024,consumed,2025-03-31,2025-04-19,REQ00367
C1024-37481,1024,consumed,2024-11-29,2024-12-13,REQ00191
C1024-37482,1024,consumed,2024-11-29,2024-12-07,REQ00191
C1024-37483,1024,consumed,2024-11-29,2024-12-07,REQ00191
C1024-37484,1024,consumed,2024-08-30,2024-09-23,REQ00196
C1024-37485,1024,consumed,2024-07-23,2024-08-05,REQ00191
C1024-37486,1024,consumed,2024-03-16,2024-04-01,REQ00367
C1024-37487,1024,consumed,2025-05-11,2025-05-13,REQ00196
C1024-37488,1024,consumed,2024-05-28,2024-06-04,REQ00367
C1024-37489,1024,consumed,2025-04-10,2025-04-16,REQ00196
C1024-37490,1024,consumed,2025-01-17,2025-01-22,REQ00196
C1024-37491,1024,consumed,2024-07-17,2024-08-07,REQ00196
C1024-37492,1024,consumed,2024-10-03,2024-10-10,REQ00196
C1024-37493,1024,consumed,2024-05-10,2024-05-12,REQ00367
C1025-46779,1025,consumed,2024-05-19,2024-05-23,REQ00440
C1025-46780,1025,consumed,2025-04-14,2025-04-28,REQ00291
C1025-46781,1025,consumed,2024-12-17,2024-12-25,REQ00440
C1025-46782,1025,consumed,2025-09-10,2025-09-16,REQ00291
C1025-46783,1025,consumed,2025-08-14,2025-09-01,REQ00291
C1025-46784,1025,consumed,2024-03-29,2024-04-12,REQ00440
C1025-46785,1025,consumed,2024-08-09,2024-08-28,REQ00440
C1025-46786,1025,consumed,2025-04-18,2025-04-27,REQ00291
C1026-42329,1026,available,,,
C1026-42330,1026,available,,,
C1026-42331,1026,available,,,
C1026-42332,1026,available,,,
C1026-42333,1026,available,,,
C1026-42334,1026,available,,,
C1026-42335,1026,available,,,
C1026-42336,1026,available,,,
C1026-42337,1026,available,,,
C1026-42338,1026,available,,,
C1026-42339,1026,available,,,
C1026-42340,1026,available,,,
C1026-42341,1026,available,,,
C1026-42342,1026,available,,,
C1026-42343,1026,available,,,
C1026-42344,1026,available,,,
C1026-42345,1026,available,,,
C1026-42346,1026,available,,,
C1026-42347,1026,available,,,
C1026-42348,1026,available,,,
C1026-42349,1026,available,,,
C1026-42350,1026,available,,,
C1026-42351,1026,available,,,
C1026-42352,1026,available,,,
C1026-42353,1026,available,,,
C1026-42354,1026,available,,,
C1026-42355,1026,available,,,
C1026-42356,1026,available,,,
C1026-42357,1026,available,,,
C1026-42358,1026,available,,,
C1026-42359,1026,available,,,
C1026-42360,1026,available,,,
C1027-52899,1027,available,,,
C1027-52900,1027,available,,,
C1027-52901,1027,available,,,
C1027-52902,1027,available,,,
C1027-52903,1027,available,,,
C1027-52904,1027,available,,,
C1027-52905,1027,available,,,
C1027-52906,1027,available,,,
C1027-52907,1027,consumed,2025-03-20,2025-04-08,REQ00153
C1027-52908,1027,consumed,2025-08-28,2025-09-02,REQ00153
C1027-52909,1027,consumed,2025-03-03,2025-03-05,REQ00153
C1027-52910,1027,consumed,2025-04-26,2025-05-20,REQ00153
C1027-52911,1027,consumed,2025-03-11,2025-03-28,REQ00378
C1027-52912,1027,consumed,2025-05-05,2025-05-31,REQ00153
C1027-52913,1027,consumed,2025-04-08,2025-04-24,REQ00153
C1027-52914,1027,consumed,2024-03-26,2024-04-13,REQ00153
C1027-52915,1027,consumed,2025-02-20,2025-02-27,REQ00153
C1027-52916,1027,consumed,2025-01-02,2025-01-12,REQ00153
C1027-52917,1027,consumed,2024-04-02,2024-04-03,REQ00378
C1027-52918,1027,consumed,2024-11-08,2024-11-14,REQ00378
C1028-69616,1028,available,,,
C1028-69617,1028,reserved,2025-04-19,,REQ00041
C1028-69618,1028,reserved,2025-02-19,,REQ00041
C1028-69619,1028,consumed,2025-01-14,2025-02-04,REQ00281
C1028-69620,1028,consumed,2024-01-02,2024-01-30,REQ00423
C1028-69621,1028,consumed,2024-03-13,2024-03-26,REQ00423
C1029-79588,1029,available,,,
C1029-79589,1029,available,,,
C1029-79590,1029,available,,,
C1029-79591,1029,consumed,2024-02-03,2024-02-13,REQ00303
C1029-79592,1029,consumed,2024-10-03,2024-10-26,REQ00415
C1029-79593,1029,consumed,2025-07-09,2025-07-28,REQ00150
C1029-79594,1029,consumed,2024-03-23,2024-04-12,REQ00236
C1029-79595,1029,consumed,2024-02-26,2024-03-14,REQ00495
C1029-79596,1029,consumed,2025-01-07,2025-02-05,REQ00042
C1029-79597,1029,consumed,2024-04-23,2024-05-06,REQ00236
C1029-79598,1029,consumed,2025-04-21,2025-05-11,REQ00042
C1029-79599,1029,consumed,2025-01-09,2025-01-21,REQ00150
C1029-79600,1029,consumed,2025-07-26,2025-08-18,REQ00042
C1029-79601,1029,consumed,2025-07-28,2025-08-20,REQ00150
C1029-79602,1029,consumed,2024-05-21,2024-06-01,REQ00150
C1029-79603,1029,consumed,2025-07-06,2025-07-10,REQ00495
C1029-79604,1029,consumed,2025-05-04,2025-05-28,REQ00415
C1029-79605,1029,consumed,2024-08-02,2024-08-27,REQ00495
C1029-79606,1029,consumed,2024-08-18,2024-08-29,REQ00236
C1029-79607,1029,consumed,2024-09-30,2024-10-17,REQ00495
C1029-79608,1029,consumed,2025-03-09,2025-03-18,REQ00042
C1029-79609,1029,consumed,2024-03-05,2024-03-17,REQ00236
C1029-79610,1029,consumed,2025-04-08,2025-04-24,REQ00415
C1029-79611,1029,consumed,2025-06-23,2025-07-20,REQ00042
C1029-79612,1029,consumed,2025-04-26,2025-05-19,REQ00415
C1029-79613,1029,consumed,2025-06-29,2025-07-28,REQ00236
C1030-91389,1030,consumed,2025-01-11,2025-02-06,REQ00169
C1030-91390,1030,consumed,2024-07-11,2024-08-09,REQ00483
C1030-91391,1030,consumed,2024-03-30,2024-04-02,REQ00483
C1030-91392,1030,consumed,2024-07-02,2024-07-12,REQ00169
C1030-91393,1030,consumed,2024-04-21,2024-04-27,REQ00432
C1030-91394,1030,consumed,2024-04-24,2024-05-17,REQ00170
C1030-91395,1030,consumed,2025-05-23,2025-05-28,REQ00170
C1030-91396,1030,consumed,2025-06-17,2025-07-08,REQ00169
C1030-91397,1030,consumed,2024-10-27,2024-11-10,REQ00493
C1030-91398,1030,consumed,2024-05-15,2024-05-31,REQ00432
C1030-91399,1030,consumed,2025-03-06,2025-03-21,REQ00169
C1030-91400,1030,consumed,2024-10-25,2024-11-01,REQ00169
C1030-91401,1030,consumed,2024-01-23,2024-02-20,REQ00170
C1030-91402,1030,consumed,2025-06-16,2025-07-07,REQ00432
C1030-91403,1030,consumed,2025-02-25,2025-03-16,REQ00432
C1030-91404,1030,consumed,2024-11-30,2024-12-16,REQ00493
C1030-91405,1030,consumed,2025-06-26,2025-07-23,REQ00493
C1030-91406,1030,consumed,2025-03-31,2025-04-15,REQ00432
C1030-91407,1030,consumed,2025-08-03,2025-08-08,REQ00432
C1030-91408,1030,consumed,2024-06-24,2024-07-20,REQ00432
C1030-91409,1030,consumed,2024-08-20,2024-09-05,REQ00432
C1030-91410,1030,consumed,2024-10-22,2024-11-16,REQ00169
C1030-91411,1030,consumed,2024-05-31,2024-06-12,REQ00432
C1030-91412,1030,consumed,2025-04-11,2025-04-17,REQ00493
C1030-91413,1030,consumed,2024-06-13,2024-07-06,REQ00493
C1030-91414,1030,consumed,2024-10-19,2024-10-25,REQ00170
C1030-91415,1030,consumed,2024-06-06,2024-06-12,REQ00170
C1030-91416,1030,consumed,2024-04-29,2024-05-01,REQ00432
C1030-91417,1030,consumed,2025-08-11,2025-08-16,REQ00483
C1030-91418,1030,consumed,2024-09-23,2024-10-05,REQ00170
C1030-91419,1030,consumed,2024-07-29,2024-08-16,REQ00169
C1030-91420,1030,consumed,2024-11-20,2024-12-02,REQ00170
C1030-91421,1030,consumed,2025-01-16,2025-01-31,REQ00493
C1031-79945,1031,available,,,
C1031-79946,1031,available,,,
C1031-79947,1031,available,,,
C1031-79948,1031,available,,,
C1031-79949,1031,available,,,
C1031-79950,1031,available,,,
C1031-79951,1031,available,,,
C1031-79952,1031,available,,,
C1031-79953,1031,available,,,
C1031-79954,1031,available,,,
C1031-79955,1031,available,,,
C1031-79956,1031,available,,,
C1031-79957,1031,available,,,
C1031-79958,1031,available,,,
C1031-79959,1031,available,,,
C1032-25923,1032,available,,,
C1032-25924,1032,available,,,
C1032-25925,1032,available,,,
C1032-25926,1032,available,,,
C1032-25927,1032,available,,,
C1032-25928,1032,available,,,
C1032-25929,1032,available,,,
C1032-25930,1032,available,,,
C1032-25931,1032,available,,,
C1032-25932,1032,available,,,
C1032-25933,1032,consumed,2024-01-26,2024-02-08,REQ00154
C1032-25934,1032,consumed,2024-05-28,2024-06-12,REQ00154
C1032-25935,1032,consumed,2024-06-08,2024-06-09,REQ00154
C1032-25936,1032,consumed,2024-10-29,2024-11-14,REQ00154
C1032-25937,1032,consumed,2025-08-10,2025-09-01,REQ00154
C1032-25938,1032,consumed,2025-08-01,2025-08-25,REQ00154
C1032-25939,1032,consumed,2024-12-12,2025-01-04,REQ00154
C1032-25940,1032,consumed,2025-05-05,2025-06-03,REQ00154
C1032-25941,1032,consumed,2024-05-22,2024-06-13,REQ00154
C1032-25942,1032,consumed,2024-11-11,2024-11-12,REQ00154
C1032-25943,1032,consumed,2025-09-24,2025-10-21,REQ00154
C1032-25944,1032,consumed,2025-04-01,2025-04-13,REQ00154
C1032-25945,1032,consumed,2024-11-30,2024-12-02,REQ00154
C1032-25946,1032,consumed,2025-08-20,2025-09-06,REQ00154
C1033-35652,1033,available,,,
C1033-35653,1033,available,,,
C1033-35654,1033,available,,,
C1033-35655,1033,available,,,
C1033-35656,1033,reserved,2024-01-24,,REQ00012
C1033-35657,1033,reserved,2025-07-05,,REQ00356
C1033-35658,1033,reserved,2024-03-30,,REQ00356
C1033-35659,1033,reserved,2024-07-18,,REQ00356
C1033-35660,1033,reserved,2024-11-21,,REQ00012
C1033-35661,1033,reserved,2025-01-04,,REQ00356
C1033-35662,1033,reserved,2024-05-31,,REQ00356
C1033-35663,1033,reserved,2025-01-13,,REQ00356
C1033-35664,1033,consumed,2025-01-16,2025-01-17,REQ00348
C1033-35665,1033,consumed,2024-12-19,2024-12-31,REQ00348
C1033-35666,1033,consumed,2025-04-01,2025-04-29,REQ00012
C1033-35667,1033,consumed,2024-08-08,2024-09-01,REQ00356
C1033-35668,1033,consumed,2025-03-01,2025-03-27,REQ00356
C1033-35669,1033,consumed,2024-10-22,2024-10-28,REQ00356
C1033-35670,1033,consumed,2025-02-28,2025-03-05,REQ00012
C1033-35671,1033,consumed,2024-05-27,2024-06-03,REQ00348
C1033-35672,1033,consumed,2025-05-01,2025-05-29,REQ00348
C1033-35673,1033,consumed,2024-03-08,2024-04-07,REQ00356
C1034-10867,1034,available,,,
C1034-10868,1034,consumed,2025-02-23,2025-03-16,REQ00300
C1034-10869,1034,consumed,2025-02-28,2025-03-06,REQ00374
C1034-10870,1034,consumed,2025-04-18,2025-05-11,REQ00374
C1034-10871,1034,consumed,2024-05-20,2024-05-27,REQ00267
C1034-10872,1034,consumed,2025-01-25,2025-02-04,REQ00374
C1034-10873,1034,consumed,2025-05-17,2025-05-19,REQ00300
C1034-10874,1034,consumed,2025-08-22,2025-09-01,REQ00319
C1034-10875,1034,consumed,2025-07-26,2025-08-19,REQ00319
C1034-10876,1034,consumed,2024-08-17,2024-08-18,REQ00155
C1035-44429,1035,consumed,2024-11-03,2024-11-24,REQ00324
C1035-44430,1035,consumed,2024-05-07,2024-05-28,REQ00243
C1035-44431,1035,consumed,2025-03-03,2025-03-09,REQ00324
C1035-44432,1035,consumed,2024-09-07,2024-09-08,REQ00152
C1035-44433,1035,consumed,2024-10-10,2024-10-26,REQ00152
C1035-44434,1035,consumed,2025-09-05,2025-09-29,REQ00243
C1035-44435,1035,consumed,2025-08-18,2025-09-03,REQ00442
C1035-44436,1035,consumed,2025-03-22,2025-04-19,REQ00243
C1035-44437,1035,consumed,2025-05-02,2025-05-25,REQ00152
C1035-44438,1035,consumed,2025-01-17,2025-02-03,REQ00442
C1035-44439,1035,consumed,2024-01-18,2024-02-15,REQ00243
C1035-44440,1035,consumed,2024-06-15,2024-07-04,REQ00152
C1035-44441,1035,consumed,2024-05-29,2024-06-09,REQ00324
C1035-44442,1035,consumed,2024-05-18,2024-05-30,REQ00211
C1036-45739,1036,available,,,
C1036-45740,1036,available,,,
C1036-45741,1036,available,,,
C1036-45742,1036,available,,,
C1036-45743,1036,available,,,
C1036-45744,1036,available,,,
C1036-45745,1036,available,,,
C1036-45746,1036,available,,,
C1037-64986,1037,available,,,
C1037-64987,1037,available,,,
C1037-64988,1037,available,,,
C1037-64989,1037,available,,,
C1037-64990,1037,available,,,
C1037-64991,1037,available,,,
C1037-64992,1037,available,,,
C1037-64993,1037,available,,,
C1037-64994,1037,available,,,
C1037-64995,1037,available,,,
C1037-64996,1037,available,,,
C1037-64997,1037,consumed,2024-12-30,2025-01-01,
C1037-64998,1037,consumed,2024-10-23,2024-11-02,
C1037-64999,1037,consumed,2025-06-26,2025-07-17,
C1037-65000,1037,consumed,2024-03-19,2024-04-05,
C1037-65001,1037,consumed,2024-07-17,2024-08-11,
C1037-65002,1037,consumed,2024-07-06,2024-07-31,
C1037-65003,1037,consumed,2024-04-06,2024-04-26,
C1037-65004,1037,consumed,2024-06-20,2024-07-08,
C1037-65005,1037,consumed,2024-11-26,2024-12-24,
C1037-65006,1037,consumed,2024-11-19,2024-12-16,
C1037-65007,1037,consumed,2024-11-04,2024-11-13,
C1037-65008,1037,consumed,2025-01-06,2025-01-10,
C1037-65009,1037,consumed,2025-07-01,2025-07-20,
C1037-65010,1037,consumed,2024-12-26,2025-01-22,
C1037-65011,1037,consumed,2024-05-27,2024-05-28,
C1037-65012,1037,consumed,2024-05-20,2024-06-06,
C1037-65013,1037,consumed,2024-10-15,2024-10-27,
C1038-64000,1038,available,,,
C1038-64001,1038,available,,,
C1038-64002,1038,available,,,
C1038-64003,1038,available,,,
C1038-64004,1038,available,,,
C1038-64005,1038,available,,,
C1038-64006,1038,available,,,
C1038-64007,1038,reserved,2024-12-14,,REQ00304
C1038-64008,1038,reserved,2024-04-14,,REQ00304
C1038-64009,1038,reserved,2024-06-07,,REQ00304
C1038-64010,1038,reserved,2024-07-11,,REQ00074
C1038-64011,1038,reserved,2025-03-03,,REQ00407
C1038-64012,1038,reserved,2024-03-19,,REQ00074
C1038-64013,1038,reserved,2024-05-14,,REQ00074
C1038-64014,1038,reserved,2025-05-06,,REQ00354
C1038-64015,1038,reserved,2024-11-15,,REQ00354
C1038-64016,1038,reserved,2024-05-22,,REQ00407
C1038-64017,1038,reserved,2025-09-03,,REQ00354
C1038-64018,1038,reserved,2024-06-25,,REQ00354
C1038-64019,1038,reserved,2024-01-30,,REQ00074
C1038-64020,1038,consumed,2024-08-15,2024-08-20,REQ00304
C1038-64021,1038,consumed,2024-08-20,2024-08-30,REQ00304
C1038-64022,1038,consumed,2024-08-02,2024-08-07,REQ00074
C1038-64023,1038,consumed,2025-03-11,2025-04-03,REQ00074
C1038-64024,1038,consumed,2024-03-20,2024-03-21,REQ00407
C1038-64025,1038,consumed,2025-03-17,2025-03-19,REQ00304
C1038-64026,1038,consumed,2024-04-20,2024-04-22,REQ00074
C1038-64027,1038,consumed,2025-04-25,2025-04-29,REQ00354
C1038-64028,1038,consumed,2024-02-14,2024-02-17,REQ00354
C1038-64029,1038,consumed,2024-01-11,2024-02-05,REQ00074
C1038-64030,1038,consumed,2024-05-06,2024-06-05,REQ00304
C1038-64031,1038,consumed,2025-08-24,2025-09-22,REQ00304
C1038-64032,1038,consumed,2024-07-08,2024-07-30,REQ00354
C1038-64033,1038,consumed,2024-01-30,2024-02-02,REQ00304
C1038-64034,1038,consumed,2024-10-11,2024-10-30,REQ00354
C1038-64035,1038,consumed,2024-12-26,2025-01-01,REQ00304
C1039-84741,1039,available,,,
C1039-84742,1039,available,,,
C1039-84743,1039,available,,,
C1039-84744,1039,available,,,
C1039-84745,1039,consumed,2024-03-10,2024-03-14,REQ00090
C1039-84746,1039,consumed,2025-06-25,2025-07-02,REQ00118
C1039-84747,1039,consumed,2024-10-15,2024-10-21,REQ00090
C1039-84748,1039,consumed,2024-04-11,2024-05-11,REQ00118
C1039-84749,1039,consumed,2025-05-31,2025-06-28,REQ00466
C1039-84750,1039,consumed,2025-01-10,2025-02-02,REQ00118
C1039-84751,1039,consumed,2025-03-26,2025-04-17,REQ00090
C1039-84752,1039,consumed,2024-07-04,2024-07-31,REQ00176
C1039-84753,1039,consumed,2025-01-23,2025-02-06,REQ00118
C1039-84754,1039,consumed,2025-06-10,2025-06-18,REQ00466
C1039-84755,1039,consumed,2024-04-25,2024-05-20,REQ00176
C1039-84756,1039,consumed,2024-05-06,2024-05-21,REQ00090
C1039-84757,1039,consumed,2025-06-16,2025-06-21,REQ00466
C1039-84758,1039,consumed,2025-01-04,2025-01-27,REQ00176
C1039-84759,1039,consumed,2025-07-24,2025-08-17,REQ00090
C1039-84760,1039,consumed,2024-03-25,2024-04-05,REQ00466
C1039-84761,1039,consumed,2024-04-28,2024-05-11,REQ00176
C1039-84762,1039,consumed,2025-04-12,2025-05-02,REQ00176
C1039-84763,1039,consumed,2025-03-30,2025-04-07,REQ00466
C1039-84764,1039,consumed,2024-10-24,2024-11-21,REQ00466
C1039-84765,1039,consumed,2024-07-12,2024-08-09,REQ00090
C1039-84766,1039,consumed,2025-05-02,2025-05-24,REQ00176
C1039-84767,1039,consumed,2024-07-02,2024-07-03,REQ00466
C1039-84768,1039,consumed,2024-04-17,2024-04-30,REQ00466
C1039-84769,1039,consumed,2025-06-19,2025-07-11,REQ00090
C1039-84770,1039,consumed,2024-05-02,2024-05-07,REQ00466
C1039-84771,1039,consumed,2025-02-14,2025-03-09,REQ00090
C1039-84772,1039,consumed,2024-06-21,2024-06-24,REQ00176
C1039-84773,1039,consumed,2024-07-22,2024-08-02,REQ00118
C1039-84774,1039,consumed,2025-09-01,2025-09-29,REQ00466
C1039-84775,1039,consumed,2024-05-05,2024-05-13,REQ00466
C1039-84776,1039,consumed,2025-05-26,2025-06-04,REQ00176
C1039-84777,1039,consumed,2025-02-13,2025-02-25,REQ00466
C1040-73508,1040,consumed,2025-06-07,2025-06-16,REQ00112
C1040-73509,1040,consumed,2025-04-10,2025-04-14,REQ00112
C1040-73510,1040,consumed,2024-09-13,2024-09-29,REQ00112
C1040-73511,1040,consumed,2024-08-24,2024-09-14,REQ00112
C1040-73512,1040,consumed,2024-01-31,2024-02-04,REQ00112
C1040-73513,1040,consumed,2024-03-10,2024-03-26,REQ00112
C1040-73514,1040,consumed,2024-07-02,2024-07-15,REQ00112
C1040-73515,1040,consumed,2024-06-05,2024-06-15,REQ00112
C1040-73516,1040,consumed,2024-03-19,2024-04-10,REQ00112
C1040-73517,1040,consumed,2025-04-22,2025-04-29,REQ00112
C1040-73518,1040,consumed,2025-05-24,2025-06-09,REQ00112
C1040-73519,1040,consumed,2025-07-09,2025-07-20,REQ00112
C1040-73520,1040,consumed,2024-02-02,2024-02-16,REQ00112
C1040-73521,1040,consumed,2025-01-27,2025-02-11,REQ00112
C1040-73522,1040,consumed,2025-01-20,2025-02-04,REQ00112
C1040-73523,1040,consumed,2024-02-06,2024-02-08,REQ00112
C1040-73524,1040,consumed,2025-07-24,2025-08-15,REQ00112
C1040-73525,1040,consumed,2024-06-17,2024-07-03,REQ00112
C1040-73526,1040,consumed,2024-05-17,2024-05-27,REQ00112
C1040-73527,1040,consumed,2025-05-14,2025-06-08,REQ00112
C1040-73528,1040,consumed,2025-08-05,2025-08-27,REQ00112
C1040-73529,1040,consumed,2025-07-21,2025-08-12,REQ00112
C1040-73530,1040,consumed,2025-05-02,2025-05-20,REQ00112
C1040-73531,1040,consumed,2025-06-02,2025-06-04,REQ00112
C1040-73532,1040,consumed,2024-09-26,2024-10-12,REQ00112
C1040-73533,1040,consumed,2025-09-23,2025-10-15,REQ00112
C1040-73534,1040,consumed,2024-10-18,2024-10-29,REQ00112
C1040-73535,1040,consumed,2024-01-29,2024-02-17,REQ00112
C1040-73536,1040,consumed,2024-05-11,2024-06-07,REQ00112
C1040-73537,1040,consumed,2024-12-23,2025-01-18,REQ00112
C1041-59882,1041,available,,,
C1041-59883,1041,available,,,
C1041-59884,1041,available,,,
C1041-59885,1041,available,,,
C1041-59886,1041,available,,,
C1041-59887,1041,available,,,
C1041-59888,1041,available,,,
C1041-59889,1041,available,,,
C1041-59890,1041,available,,,
C1041-59891,1041,available,,,
C1041-59892,1041,available,,,
C1041-59893,1041,available,,,
C1041-59894,1041,available,,,
C1041-59895,1041,available,,,
C1041-59896,1041,available,,,
C1041-59897,1041,available,,,
C1041-59898,1041,available,,,
C1041-59899,1041,available,,,
C1041-59900,1041,available,,,
C1041-59901,1041,available,,,
C1041-59902,1041,available,,,
C1041-59903,1041,available,,,
C1041-59904,1041,available,,,
C1041-59905,1041,available,,,
C1041-59906,1041,available,,,
C1041-59907,1041,available,,,
C1042-66118,1042,available,,,
C1042-66119,1042,available,,,
C1042-66120,1042,available,,,
C1042-66121,1042,available,,,
C1042-66122,1042,consumed,2024-12-19,2024-12-31,REQ00180
C1042-66123,1042,consumed,2024-12-25,2024-12-27,REQ00446
C1042-66124,1042,consumed,2024-09-07,2024-09-15,REQ00116
C1042-66125,1042,consumed,2024-11-15,2024-12-04,REQ00043
C1042-66126,1042,consumed,2024-03-08,2024-04-05,REQ00124
C1042-66127,1042,consumed,2024-04-27,2024-05-08,REQ00110
C1042-66128,1042,consumed,2024-01-21,2024-02-08,REQ00179
C1043-70412,1043,available,,,
C1043-70413,1043,reserved,2025-03-08,,REQ00320
C1043-70414,1043,reserved,2024-09-30,,REQ00022
C1043-70415,1043,consumed,2025-04-25,2025-05-14,REQ00022
C1043-70416,1043,consumed,2024-11-20,2024-12-03,REQ00320
C1043-70417,1043,consumed,2024-11-26,2024-12-15,REQ00022
C1043-70418,1043,consumed,2025-05-15,2025-05-19,REQ00058
C1044-75107,1044,available,,,
C1044-75108,1044,available,,,
C1044-75109,1044,available,,,
C1044-75110,1044,consumed,2025-05-29,2025-06-24,REQ00479
C1044-75111,1044,consumed,2024-06-19,2024-07-09,REQ00479
C1044-75112,1044,consumed,2025-01-07,2025-01-21,REQ00270
C1044-75113,1044,consumed,2025-05-23,2025-06-13,REQ00048
C1044-75114,1044,consumed,2025-07-02,2025-07-09,REQ00479
C1044-75115,1044,consumed,2024-09-28,2024-09-30,REQ00479
C1044-75116,1044,consumed,2025-08-10,2025-08-23,REQ00270
C1044-75117,1044,consumed,2025-10-01,2025-10-25,REQ00048
C1044-75118,1044,consumed,2025-08-15,2025-08-19,REQ00479
C1044-75119,1044,consumed,2024-10-06,2024-10-09,REQ00487
C1044-75120,1044,consumed,2025-03-13,2025-03-20,REQ00479
C1044-75121,1044,consumed,2024-03-19,2024-04-09,REQ00479
C1044-75122,1044,consumed,2025-05-31,2025-06-26,REQ00479
C1044-75123,1044,consumed,2025-03-19,2025-04-10,REQ00479
C1044-75124,1044,consumed,2024-07-23,2024-08-06,REQ00487
C1044-75125,1044,consumed,2024-09-14,2024-10-04,REQ00487
C1044-75126,1044,consumed,2025-07-14,2025-07-20,REQ00048
C1044-75127,1044,consumed,2025-06-12,2025-07-10,REQ00270
C1044-75128,1044,consumed,2025-08-13,2025-08-29,REQ00270
C1044-75129,1044,consumed,2025-04-23,2025-05-02,REQ00487
C1044-75130,1044,consumed,2025-08-02,2025-08-26,REQ00048
C1044-75131,1044,consumed,2025-06-18,2025-06-25,REQ00479
C1044-75132,1044,consumed,2025-04-18,2025-04-23,REQ00270
C1045-99824,1045,consumed,2024-11-03,2024-12-01,REQ00435
C1045-99825,1045,consumed,2025-02-24,2025-03-07,REQ00009
C1045-99826,1045,consumed,2024-07-27,2024-08-24,REQ00435
C1045-99827,1045,consumed,2024-09-30,2024-10-27,REQ00329
C1045-99828,1045,consumed,2024-06-13,2024-06-22,REQ00120
C1045-99829,1045,consumed,2025-02-19,2025-02-27,REQ00009
C1045-99830,1045,consumed,2024-06-02,2024-06-09,REQ00009
C1045-99831,1045,consumed,2024-09-08,2024-10-04,REQ00329
